user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
JH.046_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.8	11	0.93132	N/A
JH.046_bin.42	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	75.75	11	0.9318	N/A
JH.046_bin.53	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_022782265.1, s__Limivicinus sp022782265, 95.0, 85.43, 0.19; GCA_022787565.1, s__Limivicinus sp022787565, 95.0, 85.42, 0.211; GCA_946061515.1, s__Limivicinus sp946061515, 95.0, 84.5, 0.166	56.2	11	0.98113	N/A
JH.046_bin.65	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG14199;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	45.81	11	0.92529	N/A
JH.046_bin.69	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1498;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UMGS1498;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.46	11	0.96371	N/A
JH.046_bin.76	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG11130;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RUG11130;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	43.65	11	0.90114	N/A
JH.046_bin.88	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SUG1201;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__SUG1201;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	59.63	11	0.93019	N/A
JH.046_bin.91	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__CALWJF01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__UMGS1384;g__CALWJF01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	64.24	11	0.96231	N/A
JH.047_bin.57	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1810;f__UMGS1810;g__SIG455;s__	N/A	N/A	N/A	N/A	N/A	GCA_017502845.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1810;f__UMGS1810;g__SIG455;s__SIG455 sp017502845	89.44	0.547	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1810;f__UMGS1810;g__SIG455;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.56	11	0.99337	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JH.047_bin.73	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	73.79	11	0.96777	N/A
JH.049_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG292;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG292;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.76	11	0.92599	N/A
JH.049_bin.22	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__FB2012;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__FB2012;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	63.09	11	0.92933	N/A
JH.049_bin.26	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__	N/A	N/A	N/A	N/A	N/A	GCA_934463265.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__CAG-557 sp934463265	90.63	0.51	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-557;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_000435275.1, s__CAG-557 sp000435275, 95.0, 85.02, 0.33	92.12	11	0.98259	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JH.049_bin.41	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG8748;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UMGS1810;f__UMGS1810;g__RGIG8748;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	60.98	11	0.92114	N/A
JH.049_bin.5	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	52.36	11	0.95896	N/A
JH.049_bin.54	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__CAKSUT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-382;g__CAKSUT01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.33	11	0.97894	N/A
JH.049_bin.64	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Avispirillum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.02	11	0.98258	N/A
JH.049_bin.70	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG3925;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__RGIG3925;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.35	11	0.95677	N/A
JH.049_bin.72	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__	N/A	N/A	N/A	N/A	N/A	GCA_036308645.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__RUG11462 sp036308645	88.18	0.496	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG11462;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	97.06	11	0.9912	N/A
JH.049_bin.85	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Neoclostridium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Neoclostridium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	79.47	11	0.96576	N/A
JH.049_bin.91	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__CAKSFT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA1381;g__CAKSFT01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	51.23	11	0.94446	N/A
JH.050_bin.61	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_963651715.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__Oxalobacter sp963651715	86.55	0.172	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Oxalobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.76	11	0.98963	N/A
JH.050_bin.75	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.42	11	0.94023	N/A
JH.050_bin.98	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__QAMX01;g__RUG11797;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	38.38	11	0.96824	N/A
JH.052_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.48	11	0.93932	N/A
JH.052_bin.104	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__DTU089;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.39	11	0.9849	N/A
JH.052_bin.37	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1754;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1754;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.08	11	0.93734	N/A
JH.052_bin.68	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	43.25	11	0.94043	N/A
JH.052_bin.73	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	GCA_945918315.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp945918315	92.05	0.514	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945873295.1, s__Faecousia sp945873295, 95.0, 88.63, 0.293; GCA_016302405.1, s__Faecousia sp016302405, 95.0, 88.42, 0.29	63.17	11	0.99755	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JH.052_bin.74	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__RGIG3141;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.46	11	0.93297	N/A
JH.052_bin.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_945983015.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp945983015	90.23	0.435	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	63.52	11	0.99558	N/A
JH.053_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__YE71;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__YE71;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.88	11	0.95876	N/A
JH.054_bin.59	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__CALWPV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Bianqueaceae;g__CALWPV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.76	11	0.93752	N/A
JH.055_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__CALYAR01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__CALYAR01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	67.32	11	0.8343	N/A
JH.055_bin.51	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-884;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-884;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.95	11	0.97905	N/A
JH.057_bin.102	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_945873205.1, s__Limivicinus sp945873205, 95.0, 89.98, 0.614; GCA_004560305.1, s__Limivicinus sp004560305, 95.0, 89.76, 0.521	69.48	11	0.99071	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JH.057_bin.105	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__	N/A	N/A	N/A	N/A	N/A	GCA_945836135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__CAG-882 sp945836135	87.81	0.284	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-882;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	74.09	11	0.98994	N/A
JH.057_bin.37	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA9506;g__RGIG1666;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__UBA1381;f__UBA9506;g__RGIG1666;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	41.56	11	0.94839	N/A
JH.057_bin.65	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA5905;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.1	11	0.96136	N/A
JH.059_bin.17	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA6857;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.59	11	0.95099	N/A
JH.059_bin.31	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	N/A	N/A	N/A	N/A	N/A	GCA_945873205.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp945873205	89.64	0.533	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_004560305.1, s__Limivicinus sp004560305, 95.0, 89.51, 0.532	78.61	11	0.99546	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
JH.059_bin.55	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG575;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__SIG575;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.54	11	0.96667	N/A
JH.059_bin.73	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.97	11	0.81919	N/A
JH.061_bin.10	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__	N/A	N/A	N/A	N/A	N/A	GCA_017399625.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__UMGS1668 sp017399625	85.36	0.243	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017399765.1, s__UMGS1668 sp017399765, 95.0, 85.1, 0.222; GCA_018110905.1, s__UMGS1668 sp018110905, 95.0, 84.85, 0.241; GCA_017847875.1, s__UMGS1668 sp017847875, 95.0, 84.85, 0.239; GCA_015067315.1, s__UMGS1668 sp015067315, 95.0, 84.62, 0.221; GCA_017521825.1, s__UMGS1668 sp017521825, 95.0, 83.98, 0.215; GCA_017435745.1, s__UMGS1668 sp017435745, 95.0, 83.77, 0.155; GCA_017468365.1, s__UMGS1668 sp017468365, 95.0, 83.71, 0.153	97.84	11	0.99575	N/A
JH.061_bin.13	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__RUG11247;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.56	11	0.92965	N/A
JH.061_bin.17	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Faecisoma;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.11	11	0.95938	N/A
JH.061_bin.34	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_944392385.1, s__UMGS1781 sp944392385, 95.0, 84.98, 0.254	82.98	11	0.94992	N/A
JH.061_bin.42	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	48.27	11	0.88819	N/A
JH.061_bin.49	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.79	11	0.94174	N/A
JH.062_bin.38	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	N/A	N/A	N/A	N/A	N/A	GCA_016297165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp016297165	89.04	0.479	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	96.88	11	0.98835	N/A
JH.064_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Huintestinicola;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	48.57	11	0.95479	N/A
